id,name,characters,fontFamily,fontSize,positionX,positionY,width,height
I924:11717;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156982;10036:120040,Secondary,Secondary,Inter,14,13960,1333,132,20
I924:11717;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156983;10036:120039,List item,List item,Inter,16,13960,1309,172,24
I924:11717;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156983;10036:120040,Secondary,Secondary,Inter,14,13960,1333,132,20
I924:11717;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156984;10036:120039,List item,List item,Inter,16,13960,1309,172,24
I924:11717;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156984;10036:120040,Secondary,Secondary,Inter,14,13960,1333,132,20
I924:11717;11114:137799;11479:243926;11049:147885;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,13904,1201,39,20
I924:11717;11114:137799;11479:243926;11049:147885;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,13999,1201,39,20
I924:11717;11114:137799;11479:243926;11049:147885;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,14074,1201,39,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78980;6583:46550,{Header},Alerts (5),,24,14413,1081,622,32
I924:11718;11114:137799;11479:243926;11049:147885;7726:78980;6583:46551,{Subheader},Estimated completion time 1 hr 15 min,Inter,14,14413,1113,288,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78980;6583:46552;9996:110442,Button,SEE ALL,Inter,13,15040,1086,55,22
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:78980;6583:46550,{Header},Broadcast Message,Inter,14,14429,1169,568,32
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:78980;6583:46551,{Subheader},5 hours ago,Inter,14,14429,1201,288,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:78980;6583:46552;11626:152458,caption,5 hours ago,Inter,12,14669,1169,72,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:78981;11114:137792;11626:152458,caption,5 hours ago,Inter,12,14413,1217,72,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:78981;11114:137793;11609:174885,body1,Mandatory Security compliance action must be taken by 3/1/26. Please set up Multi-Factor Authentication for your account.,Inter,14,14413,1253,92,24
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:79007;6676:48058;9980:111066,Button,Set up MFA,Inter,14,14437,1291,46,24
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,14540,1289,39,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;11479:243926;11049:147865;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,14615,1289,39,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:78980;6583:46550,{Header},Expiration,Inter,14,14429,1163,621,22
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:78980;6583:46551,{Subheader},{Subheader},Inter,14,14429,1195,288,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:78981;6640:52020;11609:174885,body1,Your directory confirmation is due in 13 days,Inter,14,14437,1203,303,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,14445,1289,39,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,14540,1289,39,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;11479:243926;11049:147865;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,14615,1289,39,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:78980;6583:46550,{Header},Activity Digest,,14,14429,1260,494,22
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:78980;6583:46551,{Subheader},{Subheader},Inter,14,14429,1292,288,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:78980;6583:46552;11626:152458,caption,Last Updated: 3 hours ago,Inter,12,14923,1261,161,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:78981;6640:52020;6605:52865,body1,"3 Practitioners have made updates to their profiles
1 new Practitioner Authorization",Inter,16,14429,1306,415,48
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,14445,1388,39,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,14540,1388,39,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;11479:243926;11049:147865;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,14615,1388,39,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;11479:243926;11049:147865;7726:78980;6583:46550,{Header},System Message,Inter,14,14429,1393,563,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;11479:243926;11049:147865;7726:78980;6583:46551,{Subheader},{Subheader},Inter,14,14429,1425,288,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;11479:243926;11049:147865;7726:78980;6583:46552;11626:152458,caption,Today 12:00pm,Inter,12,14992,1393,92,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;11479:243926;11049:147865;7726:78981;6640:52020;6605:52865,body1,CAQH Will be conducting a scheduled maintenance Friday into Saturday 4/11/25-4/12/25. Plan for service interruptions starting at 6:00pm EST-5:00am. ,Inter,16,14429,1437,655,48
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;11479:243926;11049:147865;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,14445,1521,39,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;11479:243926;11049:147865;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,14540,1521,39,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;11479:243926;11049:147865;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,14615,1521,39,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10036:120039,List item,List item,Inter,16,14485,1309,172,24
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10036:120040,Secondary,Secondary,Inter,14,14485,1333,132,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10036:120039,List item,List item,Inter,16,14485,1309,172,24
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10036:120040,Secondary,Secondary,Inter,14,14485,1333,132,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10036:120039,List item,List item,Inter,16,14485,1309,172,24
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156979;10036:120040,Secondary,Secondary,Inter,14,14485,1333,132,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10036:120039,List item,List item,Inter,16,14485,1309,172,24
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156980;10036:120040,Secondary,Secondary,Inter,14,14485,1333,132,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156981;10036:120039,List item,List item,Inter,16,14485,1309,172,24
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156981;10036:120040,Secondary,Secondary,Inter,14,14485,1333,132,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156982;10036:120039,List item,List item,Inter,16,14485,1309,172,24
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156982;10036:120040,Secondary,Secondary,Inter,14,14485,1333,132,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156983;10036:120039,List item,List item,Inter,16,14485,1309,172,24
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156983;10036:120040,Secondary,Secondary,Inter,14,14485,1333,132,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156984;10036:120039,List item,List item,Inter,16,14485,1309,172,24
I924:11718;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156984;10036:120040,Secondary,Secondary,Inter,14,14485,1333,132,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,14429,1201,39,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,14524,1201,39,20
I924:11718;11114:137799;11479:243926;11049:147885;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,14599,1201,39,20
I924:11718;11114:137800;11479:243926;11049:147638;7726:78980;6583:46550,{Header},State Application,Inter,20,14413,1125,568,32
I924:11718;11114:137800;11479:243926;11049:147638;7726:78980;6583:46551,{Subheader},{Subheader},Inter,14,14413,1157,288,20
I924:11718;11114:137800;11479:243926;11049:147638;7726:78980;6583:46552;9996:109958,Button,Download,Inter,14,14661,1131,46,24
I924:11718;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:165057;6588:47854;1039:25273,OP,OP,Inter,10,14429,1205,18,10
I924:11718;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:165057;6588:47856,Chip,Chip,Inter,13,14435,1200,29,18
I924:11718;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:165058;6588:47854;1039:25273,OP,OP,Inter,10,14500,1205,18,10
I924:11718;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:165058;6588:47856,Chip,Chip,Inter,13,14506,1200,29,18
I924:11718;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:166005;6588:47854;1039:25273,OP,OP,Inter,10,14500,1205,18,10
I924:11718;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;11158:166005;6588:47856,Chip,Chip,Inter,13,14506,1200,29,18
I924:11718;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;6570:40860,Value,Select,Inter,16,14425,1197,172,24
I924:11718;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;10100:148290,Placeholder,Placeholder,Inter,16,14511,1197,86,48
I924:11718;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;6570:40857,Label,State,Inter,12,14429,1184,32,12
I924:11718;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137752;10067:123073;6626:50981,Helper text,Helper text,Inter,12,14413,1236.5,192,20
I924:11718;11114:137800;11479:243926;11049:147638;7726:78981;6640:52020;11114:137758;642:114397;11436:165289,Label,Include Supporting Documents,Inter,16,14590,1198,42,24
I924:11718;11114:137800;11479:243926;11049:147638;7726:79007;6676:48058;10020:109863,Instance Slot,Action,Inter,12,14429,1245,39,20
I924:11718;11114:137800;11479:243926;11049:147638;7726:79007;11479:244322;10020:109863,Instance Slot,Action,Inter,12,14524,1245,39,20
I924:11718;11114:137800;11479:243926;11049:147638;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,14599,1245,39,20
I924:11721;11443:170050;10238:136399,Button,Home,Inter,14,13752.5,987,41,23
I924:11721;11443:170051;10238:135861,Button,Alerts,Inter,14,13752.5,1084,41,23
I924:11721;11443:170052;10238:135861,Button,Practitioners,Inter,14,13728.5,1181,89,23
I924:11721;11443:170053;10238:135861,Button,Locations,Inter,14,13739,1278,68,23
I924:11721;11443:170054;10238:135861,Button,Authorizations,Inter,14,13722.5,1375,101,23
I924:11721;11464:168628;10238:135861,Button,Organization,Inter,14,13728.5,1472,89,23
I924:11721;11464:168634;10238:142406,Button,Tab,Inter,14,13756,1087,28,24
I924:11721;11464:168640;10238:142406,Button,Tab,Inter,14,13756,1109,28,24
I924:11721;11464:168646;10238:142406,Button,Tab,Inter,14,13756,1131,28,24
I924:11721;11464:168652;10238:142406,Button,Tab,Inter,14,13756,1153,28,24
I924:11722;11114:137793;6605:52865,body1,To-Do Status,Inter,16,13743.5,1573,92,24
I924:11723;11114:137792;9974:113663,Button,76%,Inter,20,13752.5,1790,41,32
I924:11723;11114:137793;6605:52865,body1,To-Do Status,Inter,16,13722,1834,102,24
I924:11724;12047:23218;11501:186167;11480:166231;6583:46349;11114:137763;1451:61290,Search,Search,Inter,16,13917,882,54,24
I924:11724;12047:23218;11501:186167;11480:166231;10267:135413;11114:176166;6605:52865,body1,PM ID: #######,Inter,16,14941,878,127,24
I924:11724;12047:23218;11501:186167;11480:166231;10267:135413;11114:176167;9914:107281,OP,KP,Inter,20,15084,880,40,20
I924:11728;11114:180060;175:4551;11158:164392;6588:47854;1039:25273,OP,OP,Inter,10,15220,906,18,10
I924:11728;11114:180060;175:4551;11158:164392;6588:47856,Chip,Chip,Inter,13,15226,901,29,18
I924:11728;11114:180060;175:4551;11158:164393;6588:47854;1039:25273,OP,OP,Inter,10,15291,906,18,10
I924:11728;11114:180060;175:4551;11158:164393;6588:47856,Chip,Chip,Inter,13,15297,901,29,18
I924:11728;11114:180060;175:4551;11158:166001;6588:47854;1039:25273,OP,OP,Inter,10,15291,906,18,10
I924:11728;11114:180060;175:4551;11158:166001;6588:47856,Chip,Chip,Inter,13,15297,901,29,18
I924:11728;11114:180060;175:4551;6570:40824,Label,Group ID: #######,Inter,16,15216,898,172,24
I924:11728;11114:180060;175:4551;10067:123067;6626:50981,Helper text,Helper text,Inter,12,15204,937.5,192,20
I924:11728;11114:180061;175:3885;11626:152452,subtitle1,Kendra Patel,Inter,16,15204,954,98,28
I924:11728;11114:180061;175:4161;11626:152458,caption,Group Administrator,Inter,12,15204,982,122,20
I924:11728;11114:180062;215:6559;11565:156939;10036:120039,List item,Profile Details,Inter,16,15276,1046,200,24
I924:11728;11114:180062;215:6559;11565:156939;10036:120040,Secondary,Secondary,Inter,14,15276,1070,132,20
I924:11728;11114:180062;215:6559;11566:156953;10036:120039,List item,Security Settings,Inter,16,15276,1102,200,24
I924:11728;11114:180062;215:6559;11566:156953;10036:120040,Secondary,Secondary,Inter,14,15276,1126,132,20
I924:11728;11114:180062;215:6559;11566:156961;10036:120039,List item,Accessibility Settings,Inter,16,15276,1158,200,24
I924:11728;11114:180062;215:6559;11566:156961;10036:120040,Secondary,Secondary,Inter,14,15276,1182,132,20
I924:11728;11114:180062;215:6559;11566:156969;10036:120039,List item,List item,Inter,16,15276,1190,172,24
I924:11728;11114:180062;215:6559;11566:156969;10036:120040,Secondary,Secondary,Inter,14,15276,1214,132,20
I924:11728;11114:180062;215:6559;11566:156977;10036:120039,List item,List item,Inter,16,15276,1190,172,24
I924:11728;11114:180062;215:6559;11566:156977;10036:120040,Secondary,Secondary,Inter,14,15276,1214,132,20
I924:11728;11114:180062;215:6559;11566:156978;10036:120039,List item,List item,Inter,16,15276,1190,172,24
I924:11728;11114:180062;215:6559;11566:156978;10036:120040,Secondary,Secondary,Inter,14,15276,1214,132,20
I924:11728;11114:180062;215:6559;11566:156979;10036:120039,List item,List item,Inter,16,15276,1190,172,24
I924:11728;11114:180062;215:6559;11566:156979;10036:120040,Secondary,Secondary,Inter,14,15276,1214,132,20
I924:11728;11114:180062;215:6559;11566:156980;10036:120039,List item,List item,Inter,16,15276,1190,172,24
I924:11728;11114:180062;215:6559;11566:156980;10036:120040,Secondary,Secondary,Inter,14,15276,1214,132,20
I924:11728;11114:180062;215:6559;11566:156981;10036:120039,List item,List item,Inter,16,15276,1190,172,24
I924:11728;11114:180062;215:6559;11566:156981;10036:120040,Secondary,Secondary,Inter,14,15276,1214,132,20
I924:11728;11114:180062;215:6559;11566:156982;10036:120039,List item,List item,Inter,16,15276,1190,172,24
I924:11728;11114:180062;215:6559;11566:156982;10036:120040,Secondary,Secondary,Inter,14,15276,1214,132,20
I924:11728;11114:180062;215:6559;11566:156983;10036:120039,List item,List item,Inter,16,15276,1190,172,24
I924:11728;11114:180062;215:6559;11566:156983;10036:120040,Secondary,Secondary,Inter,14,15276,1214,132,20
I924:11728;11114:180062;215:6559;11566:156984;10036:120039,List item,List item,Inter,16,15276,1190,172,24
I924:11728;11114:180062;215:6559;11566:156984;10036:120040,Secondary,Secondary,Inter,14,15276,1214,132,20
I924:11728;11114:180062;215:6753;11565:156939;10036:120039,List item,CAQH.org,Inter,16,15220,1247,256,24
I924:11728;11114:180062;215:6753;11565:156939;10036:120040,Secondary,Secondary,Inter,14,15220,1271,132,20
I924:11728;11114:180062;215:6753;11566:156953;10036:120039,List item,Terms of Service,Inter,16,15220,1303,256,24
I924:11728;11114:180062;215:6753;11566:156953;10036:120040,Secondary,Secondary,Inter,14,15220,1327,132,20
I924:11728;11114:180062;215:6753;11566:156961;10036:120039,List item,Privacy,Inter,16,15220,1359,256,24
I924:11728;11114:180062;215:6753;11566:156961;10036:120040,Secondary,Secondary,Inter,14,15220,1383,132,20
I924:11728;11114:180062;215:6753;11566:156969;10036:120039,List item,List item,Inter,16,15276,1391,172,24
I924:11728;11114:180062;215:6753;11566:156969;10036:120040,Secondary,Secondary,Inter,14,15276,1415,132,20
I924:11728;11114:180062;215:6753;11566:156977;10036:120039,List item,List item,Inter,16,15276,1391,172,24
I924:11728;11114:180062;215:6753;11566:156977;10036:120040,Secondary,Secondary,Inter,14,15276,1415,132,20
I924:11728;11114:180062;215:6753;11566:156978;10036:120039,List item,List item,Inter,16,15276,1391,172,24
I924:11728;11114:180062;215:6753;11566:156978;10036:120040,Secondary,Secondary,Inter,14,15276,1415,132,20
I924:11728;11114:180062;215:6753;11566:156979;10036:120039,List item,List item,Inter,16,15276,1391,172,24
I924:11728;11114:180062;215:6753;11566:156979;10036:120040,Secondary,Secondary,Inter,14,15276,1415,132,20
I924:11728;11114:180062;215:6753;11566:156980;10036:120039,List item,List item,Inter,16,15276,1391,172,24
I924:11728;11114:180062;215:6753;11566:156980;10036:120040,Secondary,Secondary,Inter,14,15276,1415,132,20
I924:11728;11114:180062;215:6753;11566:156981;10036:120039,List item,List item,Inter,16,15276,1391,172,24
I924:11728;11114:180062;215:6753;11566:156981;10036:120040,Secondary,Secondary,Inter,14,15276,1415,132,20
I924:11728;11114:180062;215:6753;11566:156982;10036:120039,List item,List item,Inter,16,15276,1391,172,24
I924:11728;11114:180062;215:6753;11566:156982;10036:120040,Secondary,Secondary,Inter,14,15276,1415,132,20
I924:11728;11114:180062;215:6753;11566:156983;10036:120039,List item,List item,Inter,16,15276,1391,172,24
I924:11728;11114:180062;215:6753;11566:156983;10036:120040,Secondary,Secondary,Inter,14,15276,1415,132,20
I924:11728;11114:180062;215:6753;11566:156984;10036:120039,List item,List item,Inter,16,15276,1391,172,24
I924:11728;11114:180062;215:6753;11566:156984;10036:120040,Secondary,Secondary,Inter,14,15276,1415,132,20
I924:11728;11114:180063;7553:51180;11626:152458,caption,"© 2025 CAQH. All rights reserved.
Weekly Maintenance Window: Sundays, 12:00 AM - 8:00 AM ET
Monthly Deployment Window: Mondays, 12:00 AM - 8:00 AM ET
(Deployment on Tuesday for Federal Holidays)
CAQH solutions will be unavailable during all times above, including the APIs and SFTP.",Inter,12,15204,1046,72,20
I924:11728;11114:180064;9980:114002,Button,LOG OUT,Inter,15,15226,1106,49,26
I924:11728;131:66054;10020:109863,Instance Slot,Instance Slot,Inter,12,15228,1154,79,20
I924:11728;131:66106;10020:109863,Instance Slot,Instance Slot,Inter,12,15228,1154,79,20
I924:11728;131:66155;10020:109863,Instance Slot,Instance Slot,Inter,12,15228,1154,79,20
I924:11728;131:66205;10020:109863,Instance Slot,Instance Slot,Inter,12,15228,1154,79,20
I924:11728;131:66256;10020:109863,Instance Slot,Instance Slot,Inter,12,15228,1154,79,20
I924:11729;11114:137792;11626:152478,caption,"© 2025 CAQH. All rights reserved.
Weekly Maintenance Window: Sundays, 12:00 AM - 8:00 AM ET
Monthly Deployment Window: Mondays, 12:00 AM - 8:00 AM ET
(Deployment on Tuesday for Federal Holidays)
CAQH solutions will be unavailable during all times above, including the APIs and SFTP.",Inter,12,15204,1614,288,160
I924:11729;11114:137793;9980:114002,Button,LOG OUT,Inter,15,15313,1818,70,26
I815:8537;11049:147893;11114:137792;6605:52865,body1,"Welcome Back, Kendra Patel",Inter,34,15368,-205,246,84
I815:8537;11049:147893;11114:137793;6605:52865,body1,Aesthetic Smiles ,Inter,20,15368,-105,163,32
I815:8539;9974:113663,Button,Quick Add,Inter,15,15926.5,-205,88,26
I815:8541;11479:243926;11049:147638;7726:78980;6583:46550,{Header},It has been 2 days since the last confirmation.,Inter,20,16077,-193,446,32
I815:8541;11479:243926;11049:147638;7726:78980;6583:46551,{Subheader},{Subheader},Inter,14,16069,-161,288,20
I815:8541;11479:243926;11049:147638;7726:78981;6640:52020;11114:176153;10036:119569,List item,Profiles Complete,Inter,14,16077,-133,120,20
I815:8541;11479:243926;11049:147638;7726:78981;6640:52020;11114:176153;10036:119570,Secondary,8/12,Inter,14,16077,-113,120,20
I815:8541;11479:243926;11049:147638;7726:78981;6640:52020;11114:176154;10036:119569,List item,Location Assignments,Inter,14,16276,-133,172,20
I815:8541;11479:243926;11049:147638;7726:78981;6640:52020;11114:176154;10036:119570,Secondary,3 Missing,Inter,14,16276,-113,132,20
I815:8541;11479:243926;11049:147638;7726:78981;6640:52020;11114:176155;9974:114950,Button,Review & Confirm,Inter,14,16423,-125,141,24
I815:8541;11479:243926;11049:147638;7726:79007;6676:48058;9996:110442,Button,See History,Inter,13,16066,-77,43,22
I815:8541;11479:243926;11049:147638;7726:79007;11479:244322;9974:113228,Button,Review & Confirm,Inter,14,16172,-75,46,24
I815:8541;11479:243926;11049:147638;7726:79007;11479:244544;10020:109863,Instance Slot,Action,Inter,12,16255,-77,39,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78980;6583:46550,{Header},To Do (15),,24,15368,-25,412,32
I815:8543;11114:137799;11479:243926;11049:147885;7726:78980;6583:46551,{Subheader},Estimated completion time 1 hr 15 min,Inter,14,15368,7,288,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78980;6583:46552;9996:110442,Button,SEE ALL,Inter,13,15785,-20,55,22
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;10055:124867;9914:107281,OP,4,Inter,20,15384,65,40,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;10036:120039,List item,Incomplete Practitioner Profiles,Inter,16,15440,63,309,24
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;10036:120040,Secondary,Secondary,Inter,14,15440,87,132,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,15753,69,24,12
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11565:156939;10055:125210;6588:47688,Chip,Not Done,Inter,13,15759,66,60,18
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;10055:124867;9914:107281,OP,5,Inter,20,15384,129,40,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;10036:120039,List item,Incomplete Directory Sections,Inter,16,15440,127,309,24
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;10036:120040,Secondary,Secondary,Inter,14,15440,151,132,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,15753,133,24,12
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156953;10055:125210;6588:47688,Chip,Not Done,Inter,13,15759,130,60,18
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;10055:124867;9914:107281,OP,1,Inter,20,15384,165,40,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;10036:120039,List item,Missing Location assignment,Inter,16,15440,155,172,24
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;10036:120040,Secondary,Secondary,Inter,14,15440,179,132,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,15576,161,24,12
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156961;10055:125210;6588:47688,Chip,Not Done,Inter,13,15582,158,29,18
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;10055:124867;9914:107281,OP,1,Inter,20,15384,193,40,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;10036:120039,List item,Respond to Authorization,Inter,16,15440,191,309,24
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;10036:120040,Secondary,Secondary,Inter,14,15440,215,132,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,15753,197,24,12
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156969;10055:125210;6588:47688,Chip,Not Done,Inter,13,15759,194,60,18
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10055:124867;9914:107281,OP,2,Inter,20,15384,213,40,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10036:120039,List item,Resolve Location Flags,Inter,16,15440,203,172,24
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10036:120040,Secondary,Secondary,Inter,14,15440,227,132,20
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10055:125210;6588:47686;9914:107323,OP,OP,Inter,12,15576,209,24,12
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156977;10055:125210;6588:47688,Chip,Not Done,Inter,13,15582,206,29,18
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10055:124867;6588:47686;9914:107323,OP,OP,Inter,12,15388,213,24,12
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10055:124867;6588:47688,Chip,1,Inter,15,15394,210,29,18
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10036:120039,List item,Respond to Authorization Request,Inter,16,15440,203,172,24
I815:8543;11114:137799;11479:243926;11049:147885;7726:78981;6640:52020;11566:156978;10036:120040,Secondary,Secondary,Inter,14,15440,227,132,20
